"","Domain","Coefficient of desktop","Ticker","Category","Coefficient of mobile"
"261","ecstuning.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"262","glassesusa.com",0.222696763475896,"ESCR","Eyeglasses, Sunglasses and Contacts Retailer",-0.0253173884374698
"263","tacklewarehouse.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"264","smiledirectclub.com",0.325612034020063,"HSPPR","Health Services and Pharamceutical Products Retailers",-0.014067680284483
"265","beallsflorida.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"266","verabradley.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"267","entertainmentearth.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"268","jwpepper.com",0.312768767478256,"MPSR","Music Products and Services Retailer",0.0402040042693053
"269","ugg.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"270","fossil.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"271","woodcraft.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"272","lids.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"273","yeti.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"274","spreadshirt.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"275","trekbikes.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"276","dollskill.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"277","la-z-boy.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"278","romwe.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"279","boscovs.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"280","bootbarn.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"281","flightclub.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"282","replacements.com",0.299086583113118,"KTER","Kitchen tools and Equipments Retailer",0.0230161394605389
"283","tillys.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"284","mouser.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"285","toysrus.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"286","aliengearholsters.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"287","surlatable.com",0.299086583113118,"KTER","Kitchen tools and Equipments Retailer",0.0230161394605389
"288","kitchenaid.com",0.299086583113118,"KTER","Kitchen tools and Equipments Retailer",0.0230161394605389
"289","grasscity.com",0.314429849654925,"CVPR","Cigarette & Vape Prodcuts Retailer",-0.0917763541059983
"290","tiffany.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"291","jimmyjazz.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"292","casper.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"293","uncommongoods.com",0.285612034020063,"G","General",-0.0390676802844829
"294","mypillow.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"295","westmarine.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"296","usa.philips.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"297","colehaan.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"298","chanel.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"299","ssense.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"300","ftd.com",0.251099308566591,"ACFR","Arts, Crafts and Fabric Retailers",-0.0192757704119721
"301","evo.com",0.285612034020063,"G","General",-0.0390676802844829
"302","bluenile.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"303","pampers.com",0.285891673294507,"BPR","Baby Products Retailers",0.0200993755115346
"304","americanmusical.com",0.312768767478256,"MPSR","Music Products and Services Retailer",0.0402040042693053
"305","blueapron.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"306","globalindustrial.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"307","rainbowshops.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"308","ashleystewart.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"309","mlbshop.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"310","orvis.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"311","raymourflanigan.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"312","511tactical.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"313","speedwaymotors.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"314","livingspaces.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"315","nordictrack.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"316","nespresso.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"317","rue21.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"318","valuecityfurniture.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"319","burpee.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"320","barkbox.com",0.280052755471175,"PPR","Pet Products Retailer",-0.082401791876518
"321","knifecenter.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"322","bissell.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"323","aeropostale.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"324","coolstuffinc.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"325","targetsportsusa.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"326","forhims.com",0.325612034020063,"HSPPR","Health Services and Pharamceutical Products Retailers",-0.014067680284483
"327","ray-ban.com",0.222696763475896,"ESCR","Eyeglasses, Sunglasses and Contacts Retailer",-0.0253173884374698
"328","brooksrunning.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"329","govx.com",0.294637484927008,"ORMR","Outdoor Recreation Merchandise Retailer",-0.0761515000295048
"330","asics.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"331","luckygunner.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"332","clarksusa.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"333","everlane.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"334","fromyouflowers.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"335","net-a-porter.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"336","christopherandbanks.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"337","spencersonline.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"338","otterbox.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"339","wine.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"340","sheetmusicplus.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"341","amainhobbies.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"342","ediblearrangements.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"343","catofashions.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"344","traxxas.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"345","tennis-warehouse.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"346","jjill.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"347","truevalue.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"348","collectionsetc.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"349","sonicelectronix.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"350","steinmart.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"351","nectarsleep.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"352","pcrichard.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"353","hanes.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"354","peapod.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"355","zagg.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"356","ajmadison.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"357","thirdlove.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"358","shop.usa.canon.com",0.236486953844575,"PVER","Photo and Video Equipment Retailer",0.0902045879633316
"359","morphe.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"360","mscdirect.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"361","buckle.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"362","parts-express.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"363","gardeners.com",0.39849130256305,"GPR","Gardening Products Retailer",-0.0120890729912582
"364","1800contacts.com",0.222696763475896,"ESCR","Eyeglasses, Sunglasses and Contacts Retailer",-0.0253173884374698
"365","puritan.com",0.325612034020063,"HSPPR","Health Services and Pharamceutical Products Retailers",-0.014067680284483
"366","toryburch.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"367","abt.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"368","fast-growing-trees.com",0.39849130256305,"GPR","Gardening Products Retailer",-0.0120890729912582
"369","avon.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"370","nuts.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"371","brooksbrothers.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"372","crucial.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"373","jeffreestarcosmetics.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"374","lorealparisusa.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"375","barenecessities.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"376","ruelala.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"377","motosport.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"378","art.com",0.251099308566591,"ACFR","Arts, Crafts and Fabric Retailers",-0.0192757704119721
"379","steelseries.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"380","beautylish.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"381","elfcosmetics.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"382","vivino.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"383","ultrasabers.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"384","bespokepost.com",0.285612034020063,"G","General",-0.0390676802844829
"385","nikonusa.com",0.236486953844575,"PVER","Photo and Video Equipment Retailer",0.0902045879633316
"386","jetpens.com",0.310304769479437,"OSSR","Office and Stationary Supplies Retailer",0.107495914141816
"387","bombas.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"388","harrys.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"389","tartecosmetics.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"390","domyown.com",0.39849130256305,"GPR","Gardening Products Retailer",-0.0120890729912582
"391","gruntstyle.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"392","uniformadvantage.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"393","endclothing.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"394","weber.com",0.299086583113118,"KTER","Kitchen tools and Equipments Retailer",0.0230161394605389
"395","freshdirect.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"396","1000bulbs.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"397","tacticalgear.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"398","minted.com",0.251099308566591,"ACFR","Arts, Crafts and Fabric Retailers",-0.0192757704119721
"399","hasbropulse.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"400","merchbar.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"401","firemountaingems.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"402","shop.wwe.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"403","americangirl.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"404","directvapor.com",0.314429849654925,"CVPR","Cigarette & Vape Prodcuts Retailer",-0.0917763541059983
"405","meundies.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"406","nastygal.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"407","grizzly.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"408","lapolicegear.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"409","selectblinds.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"410","aldoshoes.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"411","natchezss.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"412","rackroomshoes.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"413","sgammo.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"414","luckybrand.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"415","acmetools.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"416","swimoutlet.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"417","factoryoutletstore.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"418","glossier.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"419","c21stores.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"420","stewmac.com",0.312768767478256,"MPSR","Music Products and Services Retailer",0.0402040042693053
"421","fye.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"422","shop.nhl.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"423","rcwilley.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"424","boxed.com",0.285612034020063,"G","General",-0.0390676802844829
"425","bikebandit.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"426","joesnewbalanceoutlet.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"427","paulaschoice.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"428","stevemadden.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"429","alibris.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"430","jackssmallengines.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"431","klipsch.com",0.312768767478256,"MPSR","Music Products and Services Retailer",0.0402040042693053
"432","aimsurplus.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"433","searsoutlet.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"434","bulkreefsupply.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"435","brandsmartusa.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"436","catalog.usmint.gov",0.270648036021243,"MPR","Metal Products Retailer",0.000203420575279056
"437","avenue.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"438","vapordna.com",0.314429849654925,"CVPR","Cigarette & Vape Prodcuts Retailer",-0.0917763541059983
"439","halloweencostumes.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"440","appliancesconnection.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"441","superbrightleds.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"442","juul.com",0.314429849654925,"CVPR","Cigarette & Vape Prodcuts Retailer",-0.0917763541059983
"443","rockbottomgolf.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"444","sparkfun.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"445","furniturerow.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"446","esalon.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"447","ssactivewear.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"448","windsorstore.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"449","dooney.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"450","rugsusa.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"451","kendrascott.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"452","dtlr.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"453","tempurpedic.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"454","popsockets.com",0.251099308566591,"ACFR","Arts, Crafts and Fabric Retailers",-0.0192757704119721
"455","allbirds.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"456","vermontcountrystore.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"457","jabra.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"458","birchbox.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"459","livingsocial.com",0.285612034020063,"G","General",-0.0390676802844829
"460","mavistire.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"461","jockey.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"462","pricechopper.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"463","article.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"464","radpowerbikes.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"465","toms.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"466","renttherunway.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"467","restorationhardware.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"468","runningwarehouse.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"469","jerrysartarama.com",0.251099308566591,"ACFR","Arts, Crafts and Fabric Retailers",-0.0192757704119721
"470","fullbeauty.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"471","autoaccessoriesgarage.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"472","threadless.com",0.251099308566591,"ACFR","Arts, Crafts and Fabric Retailers",-0.0192757704119721
"473","roadrunnersports.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"474","6dollarshirts.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"475","bodycandy.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"476","softsurroundings.com",0.285612034020063,"G","General",-0.0390676802844829
"477","towerhobbies.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"478","hermanmiller.com",0.310304769479437,"OSSR","Office and Stationary Supplies Retailer",0.107495914141816
"479","keenfootwear.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"480","keh.com",0.236486953844575,"PVER","Photo and Video Equipment Retailer",0.0902045879633316
"481","signaturehardware.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"482","sdbullion.com",0.270648036021243,"MPR","Metal Products Retailer",0.000203420575279056
"483","lorextechnology.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"484","burberry.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"485","turners.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"486","rothys.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"487","kiwico.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"488","esalerugs.com",0.281758216384021,"HICPR","Home Improvement and Cleaning Products Retailer",-0.00313010732272967
"489","shoeshowmega.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"490","anker.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"491","the-house.com",0.271586583113118,"FSPSR","Fitness & Sports Products and Services Retailer",0.0205161394605388
"492","eaze.com",0.314429849654925,"CVPR","Cigarette & Vape Prodcuts Retailer",-0.0917763541059983
"493","soccer.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"494","samash.com",0.312768767478256,"MPSR","Music Products and Services Retailer",0.0402040042693053
"495","claires.com",0.251099308566591,"ACFR","Arts, Crafts and Fabric Retailers",-0.0192757704119721
"496","lootcrate.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"497","esteelauder.com",0.256722214382841,"PCBPR","Personal Care and Beauty Products Retailer",-0.0624012081824917
"498","thegreatcourses.com",0.250999679298048,"MEEPR","Media, Education and Entertainment Products Retailer",0.0443710600653228
"499","nakedwines.com",0.279086583113118,"FBGR","Foods,Beverages and Groceries Retailer",-0.00198386053946115
"500","tactics.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"501","benchmade.com",0.299086583113118,"KTER","Kitchen tools and Equipments Retailer",0.0230161394605389
"502","autopartswarehouse.com",0.295540030017703,"AAR","Autoparts and Automobile Retailer",-0.085109882004007
"503","ross-simons.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"504","shop.lego.com",0.264050581111938,"GTR","Gifts and Toys Retailer",-0.0262549613992231
"505","vitamix.com",0.314609859660826,"ETR","Electronics and Technology Retailer",0.0695791501928119
"506","alexandani.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"507","tackledirect.com",0.312624759473536,"WITER","Weapons, Industrial Tools and Equipment Retailer",-0.0588595901569939
"508","hammacher.com",0.285612034020063,"G","General",-0.0390676802844829
"509","unique-vintage.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"510","bungiestore.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
"511","pgatoursuperstore.com",0.228842945839854,"CSJWAR","Clothing, Shoes, Jewelery, Watch and Accessories Retailer",-0.0293798154757166
